task_id,passed,generation_time,code
HumanEval/39,True,5.113164186477661,"def prime_fib(n: int):
    def is_prime(num):
        if num < 2:
            return False
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                return False
        return True

    def fib(n):
        a, b = 0, 1
        for _ in range(n):
            a, b = b, a + b
        return a

    i = 1
    count = 0
    while count < n:
        if is_prime(fib(i)):
            count += 1
        i += 1
    return fib(i - 1)"
HumanEval/40,True,3.3992888927459717,"def triples_sum_to_zero(l: list):
    n = len(l)
    for i in range(n - 2):
        for j in range(i + 1, n - 1):
            for k in range(j + 1, n):
                if l[i] + l[j] + l[k] == 0:
                    return True
    return False"
HumanEval/41,True,3.8022944927215576,"def car_race_collision(n: int) -> int:
    return n * n"
HumanEval/42,True,1.229233741760254,"def incr_list(l: list):
    return [i+1 for i in l]"
HumanEval/43,True,1.051668643951416,"def pairs_sum_to_zero(l):
    num_set = set()
    for num in l:
        if -num in num_set:
            return True
        num_set.add(num)
    return False"
HumanEval/44,True,1.6711492538452148,"def change_base(x: int, base: int):
    if x < base:
        return str(x)
    else:
        return change_base(x // base, base) + str(x % base)

print(change_base(8, 3))
print(change_base(8, 2))
print(change_base(7, 2))"
HumanEval/45,True,0.4121718406677246,"def triangle_area(a, h):
    return 0.5 * a * h"
HumanEval/46,False,3.099565029144287,"def fib4(n: int):
    if n == 0:
        return 0
    elif n == 1:
        return 0
    elif n == 2:
        return 2
    elif n == 3:
        return 0
    else:
        a, b, c, d = 0, 0, 2, 0
        for _ in range(n - 4):
            a, b, c, d = b, c, d, a + b + c + d
        return d

# Test cases
print(fib4(5))  # 4
print(fib4(6))  # 8
print(fib4(7))  # 14"
HumanEval/47,True,2.7755391597747803,"def median(l: list):
    l.sort()
    length = len(l)
    if length % 2 == 0:
        return (l[length // 2 - 1] + l[length // 2]) / 2
    else:
        return l[length // 2]"
HumanEval/48,True,0.4517951011657715,"def is_palindrome(text: str):
    return text == text[::-1]"
HumanEval/49,True,1.7276253700256348,"def modp(n: int, p: int):
    return pow(2, n, p)

print(modp(3, 5))
print(modp(1101, 101))
print(modp(0, 101))
print(modp(3, 11))
print(modp(100, 101))"
HumanEval/50,False,3.002516746520996,"def decode_shift(s: str):
    return """".join([chr(((ord(ch) - 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])"
HumanEval/51,True,2.4933416843414307,"def remove_vowels(text):
    return ''.join([char for char in text if char.lower() not in 'aeiou'])"
HumanEval/52,True,0.5443940162658691,"def below_threshold(l: list, t: int):
    return all(x < t for x in l)"
HumanEval/53,True,0.3571484088897705,"def add(x: int, y: int):
    return x + y"
HumanEval/54,False,2.9478344917297363,"def same_chars(s0: str, s1: str):
    return sorted(s0) == sorted(s1)

print(same_chars('eabcdzzzz', 'dddzzzzzzzddeddabc'))
print(same_chars('abcd', 'dddddddabc'))
print(same_chars('dddddddabc', 'abcd'))
print(same_chars('eabcd', 'dddddddabc'))
print(same_chars('abcd', 'dddddddabce'))
print(same_chars('eabcdzzzz', 'dddzzzzzzzddddabc'))"
HumanEval/55,True,1.6613001823425293,"def fib(n: int):
    if n <= 0:
        return ""Input should be positive integer.""
    elif n == 1:
        return 1
    elif n == 2:
        return 1
    else:
        a, b = 1, 1
        for _ in range(2, n):
            a, b = b, a + b
        return b"
HumanEval/56,True,3.3929076194763184,"def correct_bracketing(brackets: str):
    stack = []
    for bracket in brackets:
        if bracket == ""<"":
            stack.append(bracket)
        elif bracket == "">"":
            if not stack or stack[-1] != ""<"":
                return False
            stack.pop()
    return not stack"
HumanEval/57,True,2.645592451095581,"def monotonic(l: list):
    if len(l) < 2:
        return True
    else:
        return all(l[i] <= l[i + 1] for i in range(len(l) - 1)) or all(l[i] >= l[i + 1] for i in range(len(l) - 1))

print(monotonic([1, 2, 4, 20]))
print(monotonic([1, 20, 4, 10]))
print(monotonic([4, 1, 0, -10]))"
HumanEval/58,True,2.0261948108673096,"def common(l1: list, l2: list):
    return sorted(list(set(l1) & set(l2)))

print(common([1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121]))
print(common([5, 3, 2, 8], [3, 2]))"
HumanEval/59,True,0.9819724559783936,"def largest_prime_factor(n: int):
    i = 2
    while i * i <= n:
        if n % i:
            i += 1
        else:
            n //= i
    return n"
HumanEval/60,True,1.599010705947876,"def sum_to_n(n: int):
    return sum(range(1, n+1))

print(sum_to_n(30))
print(sum_to_n(100))
print(sum_to_n(5))
print(sum_to_n(10))
print(sum_to_n(1))"
HumanEval/61,True,3.466769218444824,"def correct_bracketing(brackets: str):
    stack = []
    for bracket in brackets:
        if bracket == ""("":
            stack.append(bracket)
        elif bracket == "")"":
            if not stack or stack.pop() != ""("":
                return False
    return not stack"
HumanEval/62,False,1.2296028137207031,"def derivative(xs: list):
    return [i+1 for i in range(len(xs[1:]))]

print(derivative([3, 1, 2, 4, 5]))
print(derivative([1, 2, 3]))"
HumanEval/63,True,2.7408316135406494,"def fibfib(n: int):
    if n == 0:
        return 0
    elif n == 1:
        return 0
    elif n == 2:
        return 1
    else:
        a, b, c = 0, 0, 1
        for _ in range(n - 2):
            a, b, c = b, c, a + b + c
        return c

# Test cases
print(fibfib(1))  # 0
print(fibfib(5))  # 4
print(fibfib(8))  # 24"
HumanEval/64,False,7.190943479537964,"def vowels_count(s):
    vowels = ""aeiou""
    count = 0
    for i in range(len(s)):
        if s[i].lower() in vowels:
            count += 1
        if s[i].lower() == 'y' and i == len(s) - 1:
            count += 1
    return count

# Test cases
print(vowels_count(""abcde""))  # 2
print(vowels_count(""ACEDY""))  # 3
print(vowels_count(""""))  # 0
print(vowels_count(""y""))  # 1
print(vowels_count(""Y""))  # 1
print(vowels_count(""aeiou""))  # 5
print(vowels_count(""AEIOU""))  # 5
print(vowels_count(""bcdfghjklmnpqrstvwxyz""))  # 0
print(vowels_count(""BCDFGHJKLMNPQRSTVWXYZ""))  # 0
print(vowels_count(""bcdfghjklmnpqrstvwxy""))  # 0
print(vowels_count(""BCDFGHJKLMNPQRSTVWXY""))  # 0
print(vowels_count(""bcdfghjklmnpqrstvwxyzY""))  # 1
print(vowels_count(""BCDFGHJKLMNPQRSTVWXYZY""))  # 1
print(vowels_count"
HumanEval/65,False,2.4650940895080566,"def circular_shift(x, shift):
    x = str(x)
    if shift >= len(x):
        return x[::-1]
    else:
        return x[-shift:] + x[:-shift]

print(circular_shift(12, 1))
print(circular_shift(12, 2))
print(circular_shift(12345, 3))
print(circular_shift(6789, 4))
print(circular_shift(10203, 6))"
HumanEval/66,True,2.0826964378356934,"def digitSum(s):
    return sum(ord(c) for c in s if c.isupper())"
HumanEval/67,False,2.264112710952759,"def fruit_distribution(s,n):
    apples, oranges = map(int, s.split()[::2])
    return n - apples - oranges"
HumanEval/68,False,2.197885513305664,"def pluck(arr):
    if not arr:
        return []
    smallest_even = float('inf')
    smallest_even_index = float('inf')
    for i, num in enumerate(arr):
        if num % 2 == 0 and num <= smallest_even:
            smallest_even = num
            smallest_even_index = i
    if smallest_even == float('inf'):
        return []
    return [smallest_even, smallest_even_index]"
HumanEval/69,False,4.012508153915405,"def search(lst):
    count_dict = {}
    for num in lst:
        if num in count_dict:
            count_dict[num] += 1
        else:
            count_dict[num] = 1
    max_num = -1
    for num in sorted(count_dict.keys(), reverse=True):
        if num >= count_dict[num] and num > max_num:
            max_num = num
    return max_num"
HumanEval/70,True,2.866046667098999,"def strange_sort_list(lst):
    lst.sort()
    result = []
    while lst:
        result.append(lst.pop(0))
        if lst:
            result.append(lst.pop())
    return result

# Test cases
print(strange_sort_list([1, 2, 3, 4]))  # [1, 4, 2, 3]
print(strange_sort_list([5, 5, 5, 5]))  # [5, 5, 5, 5]
print(strange_sort_list([]))  # []"
HumanEval/71,True,3.455706834793091,"import math

def triangle_area(a, b, c):
    if a + b > c and a + c > b and b + c > a:
        s = (a + b + c) / 2
        area = math.sqrt(s * (s - a) * (s - b) * (s - c))
        return round(area, 2)
    else:
        return -1"
HumanEval/72,True,0.847853422164917,"def will_it_fly(q, w):
    if q == q[::-1] and sum(q) <= w:
        return True
    else:
        return False"
HumanEval/73,True,1.1050233840942383,"def smallest_change(arr):
    n = len(arr)
    changes = 0
    for i in range(n//2):
        if arr[i] != arr[n-i-1]:
            changes += 1
    return changes"
HumanEval/74,False,1.274226427078247,"def total_match(lst1, lst2):
    sum1 = sum(len(s) for s in lst1)
    sum2 = sum(len(s) for s in lst2)
    return lst1 if sum1 < sum2 else lst2"
HumanEval/75,False,7.1560211181640625,"def is_multiply_prime(n):
    def is_prime(num):
        if num < 2:
            return False
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                return False
        return True

    factors = []
    for i in range(2, n):
        if n % i == 0 and is_prime(i):
            factors.append(i)
            n //= i
            if len(factors) > 3:
                return False
    return len(factors) == 3 and is_prime(n)

# Test cases
print(is_multiply_prime(30))  # True
print(is_multiply_prime(42))  # True
print(is_multiply_prime(100))  # False
print(is_multiply_prime(60))  # True
print(is_multiply_prime(90))  # False
print(is_multiply_prime(135))  # True
print(is_multiply_prime(180))  # False
print(is_multiply_prime(210))  # True
print(is_multiply_prime(270))  # False
print(is_multiply_prime(360))  # False
print(is_multiply_prime(420))  # True
print(is_multiply_prime(450))  # False
print(is_multiply_prime(630))  # True
print("
HumanEval/76,True,0.8467559814453125,"def is_simple_power(x, n):
    if n == 1:
        return x == 1
    while x > 1:
        x /= n
    return x == 1"
HumanEval/77,False,0.6390516757965088,"def iscube(a):
    x = round(a ** (1. / 3))
    return x * x * x == a"
HumanEval/78,True,2.523411273956299,"def hex_key(num):
    prime_hex_digits = {'2', '3', '5', '7', 'B', 'D'}
    return sum(1 for digit in num if digit in prime_hex_digits)"
HumanEval/79,True,2.347349166870117,"def decimal_to_binary(decimal):
    binary = bin(decimal)[2:]
    return 'db' + binary + 'db'"
HumanEval/80,True,1.2112400531768799,"def is_happy(s):
    if len(s) < 3:
        return False
    for i in range(len(s) - 2):
        if len(set(s[i:i+3])) != 3:
            return False
    return True"
HumanEval/81,False,3.866565465927124,"def numerical_letter_grade(grades):
    grades_dict = {4.0: 'A+', 3.7: 'A', 3.3: 'A-', 3.0: 'B+', 2.7: 'B', 2.3: 'B-', 2.0: 'C+', 1.7: 'C', 1.3: 'C-', 1.0: 'D+', 0.7: 'D', 0.0: 'D-', 0.0: 'E'}
    return [grades_dict[grade] for grade in grades]"
HumanEval/82,True,1.207153558731079,"def prime_length(string):
    length = len(string)
    if length < 2:
        return False
    for i in range(2, int(length**0.5) + 1):
        if length % i == 0:
            return False
    return True"
HumanEval/83,True,0.8544893264770508,"def starts_one_ends(n):
    if n == 1:
        return 1
    else:
        return 2 * (9 * (10 ** (n - 2)))"
HumanEval/84,False,1.289762020111084,"def solve(N):
    return bin(N)[2:].replace('0', '').replace('1', '0').replace('2', '1')

print(solve(1000))
print(solve(150))
print(solve(147))"
HumanEval/85,False,0.6167314052581787,"def add(lst):
    return sum(lst[i] for i in range(1, len(lst), 2))"
HumanEval/86,True,2.0694401264190674,"def anti_shuffle(s):
    words = s.split(' ')
    result = []
    for word in words:
        chars = list(word)
        chars.sort(key=lambda x: ord(x))
        result.append(''.join(chars))
    return ' '.join(result)

print(anti_shuffle('Hi'))
print(anti_shuffle('hello'))
print(anti_shuffle('Hello World!!!'))"
HumanEval/87,True,1.608391523361206,"def get_row(lst, x):
    coords = []
    for i, row in enumerate(lst):
        for j, val in enumerate(row):
            if val == x:
                coords.append((i, j))
    return sorted(coords, key=lambda x: (x[0], -x[1]))"
HumanEval/88,True,1.4086439609527588,"def sort_array(array):
    if not array:
        return []
    if len(array) == 1:
        return array
    if (array[0] + array[-1]) % 2 == 0:
        return sorted(array, reverse=True)
    else:
        return sorted(array)"
HumanEval/89,True,5.269782781600952,"def encrypt(s):
    encrypted_string = """"
    for char in s:
        if char.isalpha():
            ascii_offset = 65 if char.isupper() else 97
            encrypted_string += chr((ord(char) - ascii_offset + 2*2) % 26 + ascii_offset)
        else:
            encrypted_string += char
    return encrypted_string"
HumanEval/90,True,2.0457053184509277,"def next_smallest(lst):
    if len(lst) < 2:
        return None
    first_min = second_min = float('inf')
    for num in lst:
        if num < first_min:
            second_min = first_min
            first_min = num
        elif first_min < num < second_min:
            second_min = num
    return None if second_min == float('inf') else second_min"
HumanEval/91,False,0.6571779251098633,"def is_bored(S):
    return S.count("". I"") + S.count(""? I"") + S.count(""! I"")"
HumanEval/92,False,7.201598405838013,"def any_int(x, y, z):
    return isinstance(x, int) and isinstance(y, int) and isinstance(z, int) and (x == y + z or y == x + z or z == x + y)

print(any_int(5, 2, 7))
print(any_int(3, 2, 2))
print(any_int(3, -2, 1))
print(any_int(3.6, -2.2, 2))
print(any_int(3, 2, 2.0))
print(any_int(3, 2, 5))
print(any_int(3, 2, 6))
print(any_int(3, 2, 4))
print(any_int(3, 2, 3))
print(any_int(3, 2, 2))
print(any_int(3, 2, 1))
print(any_int(3, 2, 0))
print(any_int(3, 2, -1))
print(any_int(3, 2, -2))
print(any_int(3, 2, -3))
print(any_int(3, 2, -4))
print(any_int(3, 2, -5))
print(any_int(3, 2, -6))
print(any_int(3, 2, -7))
print(any_int(3, 2, -8))
print(any_int(3, 2, -9))
print(any_"
HumanEval/93,False,5.04165506362915,"def encode(message):
    vowels = 'aeiou'
    encoded_message = ''
    for char in message:
        if char.isalpha():
            if char.lower() in vowels:
                encoded_message += chr((ord(char) - 97 + 2) % 26 + 97).upper() if char.islower() else chr((ord(char) - 65 + 2) % 26 + 65)
            else:
                encoded_message += char.upper() if char.islower() else char.lower()
        else:
            encoded_message += char
    return encoded_message"
HumanEval/94,False,5.5575852394104,"def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

def sum_of_digits(n):
    return sum(map(int, str(n)))

def largest_prime_and_sum_of_digits(lst):
    return max(filter(is_prime, lst), key=sum_of_digits)

def skjkasdkd(lst):
    return sum_of_digits(largest_prime_and_sum_of_digits(lst))"
HumanEval/95,True,2.015994071960449,"def check_dict_case(dict):
    if not dict:
        return False
    keys_lower = [k for k in dict.keys() if isinstance(k, str) and k.islower()]
    keys_upper = [k for k in dict.keys() if isinstance(k, str) and k.isupper()]
    return len(keys_lower) == len(dict) or len(keys_upper) == len(dict)"
HumanEval/96,True,2.7799417972564697,"def count_up_to(n):
    def is_prime(num):
        if num < 2:
            return False
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                return False
        return True

    return [i for i in range(2, n) if is_prime(i)]"
HumanEval/97,False,2.376507520675659,"def multiply(a, b):
    a = abs(a)
    b = abs(b)
    while a >= 10:
        a = a // 10
    while b >= 10:
        b = b // 10
    return a * b

print(multiply(148, 412))
print(multiply(19, 28))
print(multiply(2020, 1851))
print(multiply(14,-15))"
HumanEval/98,True,0.8580291271209717,"def count_upper(s):
    return sum(1 for i, c in enumerate(s) if i % 2 == 0 and c.isupper() and c in 'AEIOU')"
HumanEval/99,True,0.9588682651519775,"def closest_integer(value):
    num = float(value)
    if num > 0:
        return int(num + 0.5)
    else:
        return int(num - 0.5)"
HumanEval/100,True,3.611593723297119,"def make_a_pile(n):
    result = [n]
    for i in range(1, n):
        if n % 2 == 0:
            result.append(n + 2 * i)
        else:
            result.append(n + 2 * i)
    return result

# Test cases
print(make_a_pile(3))  # [3, 5, 7]
print(make_a_pile(4))  # [4, 6, 8, 10]
print(make_a_pile(5))  # [5, 7, 9, 11, 13]
print(make_a_pile(6))  # [6, 8, 10, 12, 14, 16]"
HumanEval/101,True,0.4165956974029541,"def words_string(s):
    return s.replace(',', '').split()"
HumanEval/102,True,0.8595981597900391,"def choose_num(x, y):
    for i in range(y, x-1, -1):
        if i % 2 == 0:
            return i
    return -1"
HumanEval/103,True,2.367154836654663,"def rounded_avg(n, m):
    if n > m:
        return -1
    avg = round((n + m) / 2)
    return bin(avg)"
HumanEval/104,True,2.2127625942230225,"def unique_digits(x):
    def has_even_digit(n):
        return any(int(digit) % 2 == 0 for digit in str(n))

    return sorted([num for num in x if not has_even_digit(num)])

print(unique_digits([15, 33, 1422, 1]))
print(unique_digits([152, 323, 1422, 10]))"
HumanEval/105,True,2.207767963409424,"def by_length(arr):
    num2words = {1: 'One', 2: 'Two', 3: 'Three', 4: 'Four', 5: 'Five', 6: 'Six', 7: 'Seven', 8: 'Eight', 9: 'Nine'}
    arr = [num2words[i] for i in sorted([i for i in arr if 1 <= i <= 9], reverse=True)]
    return arr"
HumanEval/106,True,2.6753008365631104,"def f(n):
    def factorial(x):
        if x == 0 or x == 1:
            return 1
        else:
            return x * factorial(x - 1)

    def sum_to_n(x):
        return (x * (x + 1)) // 2

    result = []
    for i in range(1, n + 1):
        if i % 2 == 0:
            result.append(factorial(i))
        else:
            result.append(sum_to_n(i))
    return result

print(f(5))"
HumanEval/107,True,2.280690908432007,"def even_odd_palindrome(n):
    def is_palindrome(num):
        return str(num) == str(num)[::-1]

    even_count = 0
    odd_count = 0

    for i in range(1, n+1):
        if is_palindrome(i):
            if i % 2 == 0:
                even_count += 1
            else:
                odd_count += 1

    return (even_count, odd_count)"
HumanEval/108,False,2.0463616847991943,"def count_nums(arr):
    count = 0
    for num in arr:
        if sum(int(digit) for digit in str(num)) > 0:
            count += 1
    return count

# Test cases
print(count_nums([]) == 0)
print(count_nums([-1, 11, -11]) == 1)
print(count_nums([1, 1, 2]) == 3)"
HumanEval/109,True,1.4046754837036133,"def move_one_ball(arr):
    if len(arr) == 0:
        return True
    count = 0
    for i in range(len(arr)):
        if arr[i] > arr[(i+1)%len(arr)]:
            count += 1
    return count <= 1"
HumanEval/110,True,1.6625785827636719,"def exchange(lst1, lst2):
    odd_lst1 = sum(x % 2 != 0 for x in lst1)
    even_lst2 = sum(x % 2 == 0 for x in lst2)
    return ""YES"" if odd_lst1 <= even_lst2 else ""NO"""
HumanEval/111,True,2.0141165256500244,"def histogram(test):
    count_dict = {}
    for letter in test.split():
        if letter in count_dict:
            count_dict[letter] += 1
        else:
            count_dict[letter] = 1
    max_count = max(count_dict.values()) if count_dict else 0
    return {k: v for k, v in count_dict.items() if v == max_count}"
HumanEval/112,True,0.9210705757141113,"def reverse_delete(s, c):
    result = ''.join(ch for ch in s if ch not in c)
    return (result, result == result[::-1])"
HumanEval/113,True,2.429304599761963,"def odd_count(lst):
    result = []
    for i, s in enumerate(lst):
        count = sum(1 for c in s if int(c) % 2 != 0)
        result.append(f""the number of odd elements {count}n the str{count}ng {count} of the {count}nput."")
    return result

# Test cases
print(odd_count(['1234567']))
print(odd_count(['3',""11111111""]))"
HumanEval/114,True,1.5755226612091064,"def minSubArraySum(nums):
    min_sum = float('inf')
    current_sum = 0
    for num in nums:
        current_sum += num
        if current_sum < min_sum:
            min_sum = current_sum
        if current_sum > 0:
            current_sum = 0
    return min_sum"
HumanEval/115,False,1.2384426593780518,"def max_fill(grid, capacity):
    import math
    count = 0
    for row in grid:
        for cell in row:
            if cell == 1:
                count += math.ceil(capacity / 2)
    return count"
HumanEval/116,True,1.8137929439544678,"def sort_array(arr):
    return sorted(arr, key=lambda x: (bin(x).count('1'), x))

print(sort_array([1, 5, 2, 3, 4]))
print(sort_array([-2, -3, -4, -5, -6]))
print(sort_array([1, 0, 2, 3, 4]))"
